LU0000090123456708002MT0000000000;1.9.1;;;;LU0000090123456708002MT0000000000;3.29.0;;;;LU0000090752630500119MT0000000000;1.9.1;;;;LU0000090752630500119MT0000000000;3.29.0;;;
begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit
23.08.2016 10:30;24.08.2016 01:30;220;10.307;KWH;23.08.2016 10:30;24.08.2016 01:30;220;3.888;KAH;23.08.2016 10:30;24.08.2016 01:30;220;8.259;KWH;23.08.2016 10:30;24.08.2016 01:30;220;0.000;KAH
23.08.2016 10:45;24.08.2016 01:45;220;9.215;KWH;23.08.2016 10:45;24.08.2016 01:45;220;3.975;KAH;23.08.2016 10:45;24.08.2016 01:45;220;8.332;KWH;23.08.2016 10:45;24.08.2016 01:45;220;0.000;KAH
23.08.2016 11:00;24.08.2016 02:00;220;10.866;KWH;23.08.2016 11:00;24.08.2016 02:00;220;4.400;KAH;23.08.2016 11:00;24.08.2016 02:00;220;8.301;KWH;23.08.2016 11:00;24.08.2016 02:00;220;0.000;KAH
23.08.2016 11:15;24.08.2016 02:15;220;10.801;KWH;23.08.2016 11:15;24.08.2016 02:15;220;4.213;KAH;23.08.2016 11:15;24.08.2016 02:15;220;8.280;KWH;23.08.2016 11:15;24.08.2016 02:15;220;0.000;KAH
23.08.2016 11:30;24.08.2016 02:30;220;11.659;KWH;23.08.2016 11:30;24.08.2016 02:30;220;4.525;KAH;23.08.2016 11:30;24.08.2016 02:30;220;8.321;KWH;23.08.2016 11:30;24.08.2016 02:30;220;0.000;KAH
23.08.2016 11:45;24.08.2016 02:45;220;10.931;KWH;23.08.2016 11:45;24.08.2016 02:45;220;4.850;KAH;23.08.2016 11:45;24.08.2016 02:45;220;8.321;KWH;23.08.2016 11:45;24.08.2016 02:45;220;0.000;KAH
23.08.2016 12:00;24.08.2016 03:00;220;9.787;KWH;23.08.2016 12:00;24.08.2016 03:00;220;4.663;KAH;23.08.2016 12:00;24.08.2016 03:00;220;8.301;KWH;23.08.2016 12:00;24.08.2016 03:00;220;0.000;KAH
23.08.2016 12:15;24.08.2016 03:15;220;10.632;KWH;23.08.2016 12:15;24.08.2016 03:15;220;4.625;KAH;23.08.2016 12:15;24.08.2016 03:15;220;8.321;KWH;23.08.2016 12:15;24.08.2016 03:15;220;0.000;KAH
23.08.2016 12:30;24.08.2016 03:30;220;12.049;KWH;23.08.2016 12:30;24.08.2016 03:30;220;5.025;KAH;23.08.2016 12:30;24.08.2016 03:30;220;8.301;KWH;23.08.2016 12:30;24.08.2016 03:30;220;0.000;KAH
23.08.2016 12:45;24.08.2016 03:45;220;11.945;KWH;23.08.2016 12:45;24.08.2016 03:45;220;4.850;KAH;23.08.2016 12:45;24.08.2016 03:45;220;8.290;KWH;23.08.2016 12:45;24.08.2016 03:45;220;0.000;KAH
23.08.2016 13:00;24.08.2016 04:00;220;12.244;KWH;23.08.2016 13:00;24.08.2016 04:00;220;4.963;KAH;23.08.2016 13:00;24.08.2016 04:00;220;8.269;KWH;23.08.2016 13:00;24.08.2016 04:00;220;0.000;KAH
23.08.2016 13:15;24.08.2016 04:15;220;11.308;KWH;23.08.2016 13:15;24.08.2016 04:15;220;4.763;KAH;23.08.2016 13:15;24.08.2016 04:15;220;8.280;KWH;23.08.2016 13:15;24.08.2016 04:15;220;0.000;KAH
23.08.2016 13:30;24.08.2016 04:30;220;9.878;KWH;23.08.2016 13:30;24.08.2016 04:30;220;4.413;KAH;23.08.2016 13:30;24.08.2016 04:30;220;8.280;KWH;23.08.2016 13:30;24.08.2016 04:30;220;0.000;KAH
23.08.2016 13:45;24.08.2016 04:45;220;10.541;KWH;23.08.2016 13:45;24.08.2016 04:45;220;4.825;KAH;23.08.2016 13:45;24.08.2016 04:45;220;8.280;KWH;23.08.2016 13:45;24.08.2016 04:45;220;0.000;KAH
23.08.2016 14:00;24.08.2016 05:00;220;10.307;KWH;23.08.2016 14:00;24.08.2016 05:00;220;4.663;KAH;23.08.2016 14:00;24.08.2016 05:00;220;8.269;KWH;23.08.2016 14:00;24.08.2016 05:00;220;0.000;KAH
23.08.2016 14:15;24.08.2016 05:15;220;9.800;KWH;23.08.2016 14:15;24.08.2016 05:15;220;4.725;KAH;23.08.2016 14:15;24.08.2016 05:15;220;8.290;KWH;23.08.2016 14:15;24.08.2016 05:15;220;0.000;KAH
23.08.2016 14:30;24.08.2016 05:30;220;9.683;KWH;23.08.2016 14:30;24.08.2016 05:30;220;4.925;KAH;23.08.2016 14:30;24.08.2016 05:30;220;8.280;KWH;23.08.2016 14:30;24.08.2016 05:30;220;0.000;KAH
23.08.2016 14:45;24.08.2016 05:45;220;8.643;KWH;23.08.2016 14:45;24.08.2016 05:45;220;4.938;KAH;23.08.2016 14:45;24.08.2016 05:45;220;8.280;KWH;23.08.2016 14:45;24.08.2016 05:45;220;0.000;KAH
23.08.2016 15:00;24.08.2016 06:00;220;8.435;KWH;23.08.2016 15:00;24.08.2016 06:00;220;4.888;KAH;23.08.2016 15:00;24.08.2016 06:00;220;8.269;KWH;23.08.2016 15:00;24.08.2016 06:00;220;0.000;KAH
23.08.2016 15:15;24.08.2016 06:15;220;8.695;KWH;23.08.2016 15:15;24.08.2016 06:15;220;4.988;KAH;23.08.2016 15:15;24.08.2016 06:15;220;8.280;KWH;23.08.2016 15:15;24.08.2016 06:15;220;0.000;KAH
23.08.2016 15:30;24.08.2016 06:30;220;8.656;KWH;23.08.2016 15:30;24.08.2016 06:30;220;4.788;KAH;23.08.2016 15:30;24.08.2016 06:30;220;8.280;KWH;23.08.2016 15:30;24.08.2016 06:30;220;0.000;KAH
23.08.2016 15:45;24.08.2016 06:45;220;7.902;KWH;23.08.2016 15:45;24.08.2016 06:45;220;4.400;KAH;23.08.2016 15:45;24.08.2016 06:45;220;8.280;KWH;23.08.2016 15:45;24.08.2016 06:45;220;0.000;KAH
23.08.2016 16:00;24.08.2016 07:00;220;7.239;KWH;23.08.2016 16:00;24.08.2016 07:00;220;3.913;KAH;23.08.2016 16:00;24.08.2016 07:00;220;8.269;KWH;23.08.2016 16:00;24.08.2016 07:00;220;0.000;KAH
23.08.2016 16:15;24.08.2016 07:15;220;7.785;KWH;23.08.2016 16:15;24.08.2016 07:15;220;4.888;KAH;23.08.2016 16:15;24.08.2016 07:15;220;8.238;KWH;23.08.2016 16:15;24.08.2016 07:15;220;0.000;KAH
23.08.2016 16:30;24.08.2016 07:30;220;8.812;KWH;23.08.2016 16:30;24.08.2016 07:30;220;4.775;KAH;23.08.2016 16:30;24.08.2016 07:30;220;8.259;KWH;23.08.2016 16:30;24.08.2016 07:30;220;0.000;KAH
23.08.2016 16:45;24.08.2016 07:45;220;9.917;KWH;23.08.2016 16:45;24.08.2016 07:45;220;4.888;KAH;23.08.2016 16:45;24.08.2016 07:45;220;8.259;KWH;23.08.2016 16:45;24.08.2016 07:45;220;0.000;KAH
23.08.2016 17:00;24.08.2016 08:00;220;9.254;KWH;23.08.2016 17:00;24.08.2016 08:00;220;4.875;KAH;23.08.2016 17:00;24.08.2016 08:00;220;8.290;KWH;23.08.2016 17:00;24.08.2016 08:00;220;0.000;KAH
23.08.2016 17:15;24.08.2016 08:15;220;10.398;KWH;23.08.2016 17:15;24.08.2016 08:15;220;4.913;KAH;23.08.2016 17:15;24.08.2016 08:15;220;8.269;KWH;23.08.2016 17:15;24.08.2016 08:15;220;0.000;KAH
23.08.2016 17:30;24.08.2016 08:30;220;10.905;KWH;23.08.2016 17:30;24.08.2016 08:30;220;4.475;KAH;23.08.2016 17:30;24.08.2016 08:30;220;8.228;KWH;23.08.2016 17:30;24.08.2016 08:30;220;0.000;KAH
23.08.2016 17:45;24.08.2016 08:45;220;10.658;KWH;23.08.2016 17:45;24.08.2016 08:45;220;4.888;KAH;23.08.2016 17:45;24.08.2016 08:45;220;8.238;KWH;23.08.2016 17:45;24.08.2016 08:45;220;0.000;KAH
23.08.2016 18:00;24.08.2016 09:00;220;10.632;KWH;23.08.2016 18:00;24.08.2016 09:00;220;4.763;KAH;23.08.2016 18:00;24.08.2016 09:00;220;8.238;KWH;23.08.2016 18:00;24.08.2016 09:00;220;0.000;KAH
23.08.2016 18:15;24.08.2016 09:15;220;11.256;KWH;23.08.2016 18:15;24.08.2016 09:15;220;4.850;KAH;23.08.2016 18:15;24.08.2016 09:15;220;8.259;KWH;23.08.2016 18:15;24.08.2016 09:15;220;0.000;KAH
23.08.2016 18:30;24.08.2016 09:30;220;11.087;KWH;23.08.2016 18:30;24.08.2016 09:30;220;4.850;KAH;23.08.2016 18:30;24.08.2016 09:30;220;8.259;KWH;23.08.2016 18:30;24.08.2016 09:30;220;0.000;KAH
23.08.2016 18:45;24.08.2016 09:45;220;11.126;KWH;23.08.2016 18:45;24.08.2016 09:45;220;4.750;KAH;23.08.2016 18:45;24.08.2016 09:45;220;8.238;KWH;23.08.2016 18:45;24.08.2016 09:45;220;0.000;KAH
23.08.2016 19:00;24.08.2016 10:00;220;10.372;KWH;23.08.2016 19:00;24.08.2016 10:00;220;5.038;KAH;23.08.2016 19:00;24.08.2016 10:00;220;7.469;KWH;23.08.2016 19:00;24.08.2016 10:00;220;0.000;KAH
23.08.2016 19:15;24.08.2016 10:15;220;10.034;KWH;23.08.2016 19:15;24.08.2016 10:15;220;4.775;KAH;23.08.2016 19:15;24.08.2016 10:15;220;0.646;KWH;23.08.2016 19:15;24.08.2016 10:15;220;0.000;KAH
23.08.2016 19:30;24.08.2016 10:30;220;11.477;KWH;23.08.2016 19:30;24.08.2016 10:30;220;4.838;KAH;23.08.2016 19:30;24.08.2016 10:30;220;0.542;KWH;23.08.2016 19:30;24.08.2016 10:30;220;0.000;KAH
23.08.2016 19:45;24.08.2016 10:45;220;11.802;KWH;23.08.2016 19:45;24.08.2016 10:45;220;5.025;KAH;23.08.2016 19:45;24.08.2016 10:45;220;0.532;KWH;23.08.2016 19:45;24.08.2016 10:45;220;0.000;KAH
23.08.2016 20:00;24.08.2016 11:00;220;11.646;KWH;23.08.2016 20:00;24.08.2016 11:00;220;5.150;KAH;23.08.2016 20:00;24.08.2016 11:00;220;0.542;KWH;23.08.2016 20:00;24.08.2016 11:00;220;0.000;KAH
23.08.2016 20:15;24.08.2016 11:15;220;11.399;KWH;23.08.2016 20:15;24.08.2016 11:15;220;4.838;KAH;23.08.2016 20:15;24.08.2016 11:15;220;0.532;KWH;23.08.2016 20:15;24.08.2016 11:15;220;0.000;KAH
23.08.2016 20:30;24.08.2016 11:30;220;11.321;KWH;23.08.2016 20:30;24.08.2016 11:30;220;4.700;KAH;23.08.2016 20:30;24.08.2016 11:30;220;0.542;KWH;23.08.2016 20:30;24.08.2016 11:30;220;0.000;KAH
23.08.2016 20:45;24.08.2016 11:45;220;11.789;KWH;23.08.2016 20:45;24.08.2016 11:45;220;5.213;KAH;23.08.2016 20:45;24.08.2016 11:45;220;0.542;KWH;23.08.2016 20:45;24.08.2016 11:45;220;0.000;KAH
23.08.2016 21:00;24.08.2016 12:00;220;10.840;KWH;23.08.2016 21:00;24.08.2016 12:00;220;4.588;KAH;23.08.2016 21:00;24.08.2016 12:00;220;0.532;KWH;23.08.2016 21:00;24.08.2016 12:00;220;0.000;KAH
23.08.2016 21:15;24.08.2016 12:15;220;10.021;KWH;23.08.2016 21:15;24.08.2016 12:15;220;5.200;KAH;23.08.2016 21:15;24.08.2016 12:15;220;0.542;KWH;23.08.2016 21:15;24.08.2016 12:15;220;0.000;KAH
23.08.2016 21:30;24.08.2016 12:30;220;10.294;KWH;23.08.2016 21:30;24.08.2016 12:30;220;4.550;KAH;23.08.2016 21:30;24.08.2016 12:30;220;0.542;KWH;23.08.2016 21:30;24.08.2016 12:30;220;0.000;KAH
23.08.2016 21:45;24.08.2016 12:45;220;10.502;KWH;23.08.2016 21:45;24.08.2016 12:45;220;4.888;KAH;23.08.2016 21:45;24.08.2016 12:45;220;0.542;KWH;23.08.2016 21:45;24.08.2016 12:45;220;0.000;KAH
23.08.2016 22:00;24.08.2016 13:00;220;10.216;KWH;23.08.2016 22:00;24.08.2016 13:00;220;4.925;KAH;23.08.2016 22:00;24.08.2016 13:00;220;0.542;KWH;23.08.2016 22:00;24.08.2016 13:00;220;0.000;KAH
23.08.2016 22:15;24.08.2016 13:15;220;9.202;KWH;23.08.2016 22:15;24.08.2016 13:15;220;4.575;KAH;23.08.2016 22:15;24.08.2016 13:15;220;0.542;KWH;23.08.2016 22:15;24.08.2016 13:15;220;0.000;KAH
23.08.2016 22:30;24.08.2016 13:30;220;7.200;KWH;23.08.2016 22:30;24.08.2016 13:30;220;3.113;KAH;23.08.2016 22:30;24.08.2016 13:30;220;0.532;KWH;23.08.2016 22:30;24.08.2016 13:30;220;0.000;KAH
23.08.2016 22:45;24.08.2016 13:45;220;5.419;KWH;23.08.2016 22:45;24.08.2016 13:45;220;2.688;KAH;23.08.2016 22:45;24.08.2016 13:45;220;0.532;KWH;23.08.2016 22:45;24.08.2016 13:45;220;0.000;KAH
23.08.2016 23:00;24.08.2016 14:00;220;5.198;KWH;23.08.2016 23:00;24.08.2016 14:00;220;3.025;KAH;23.08.2016 23:00;24.08.2016 14:00;220;0.521;KWH;23.08.2016 23:00;24.08.2016 14:00;220;0.000;KAH
23.08.2016 23:15;24.08.2016 14:15;220;4.951;KWH;23.08.2016 23:15;24.08.2016 14:15;220;2.938;KAH;23.08.2016 23:15;24.08.2016 14:15;220;0.532;KWH;23.08.2016 23:15;24.08.2016 14:15;220;0.000;KAH
23.08.2016 23:30;24.08.2016 14:30;220;5.133;KWH;23.08.2016 23:30;24.08.2016 14:30;220;3.013;KAH;23.08.2016 23:30;24.08.2016 14:30;220;0.521;KWH;23.08.2016 23:30;24.08.2016 14:30;220;0.000;KAH
24.08.2016 00:00;24.08.2016 15:00;220;4.314;KWH;24.08.2016 00:00;24.08.2016 15:00;220;2.375;KAH;24.08.2016 00:00;24.08.2016 15:00;220;0.521;KWH;24.08.2016 00:00;24.08.2016 15:00;220;0.000;KAH
24.08.2016 00:15;24.08.2016 15:15;220;4.951;KWH;24.08.2016 00:15;24.08.2016 15:15;220;2.763;KAH;24.08.2016 00:15;24.08.2016 15:15;220;0.532;KWH;24.08.2016 00:15;24.08.2016 15:15;220;0.000;KAH
24.08.2016 00:30;24.08.2016 15:30;220;4.470;KWH;24.08.2016 00:30;24.08.2016 15:30;220;2.475;KAH;24.08.2016 00:30;24.08.2016 15:30;220;0.521;KWH;24.08.2016 00:30;24.08.2016 15:30;220;0.000;KAH
24.08.2016 00:45;24.08.2016 15:45;220;4.834;KWH;24.08.2016 00:45;24.08.2016 15:45;220;2.750;KAH;24.08.2016 00:45;24.08.2016 15:45;220;0.521;KWH;24.08.2016 00:45;24.08.2016 15:45;220;0.000;KAH
24.08.2016 01:00;24.08.2016 16:00;220;4.197;KWH;24.08.2016 01:00;24.08.2016 16:00;220;2.275;KAH;24.08.2016 01:00;24.08.2016 16:00;220;0.532;KWH;24.08.2016 01:00;24.08.2016 16:00;220;0.000;KAH
24.08.2016 01:15;24.08.2016 16:15;220;5.185;KWH;24.08.2016 01:15;24.08.2016 16:15;220;2.938;KAH;24.08.2016 01:15;24.08.2016 16:15;220;0.521;KWH;24.08.2016 01:15;24.08.2016 16:15;220;0.000;KAH
24.08.2016 01:30;24.08.2016 16:30;220;4.067;KWH;24.08.2016 01:30;24.08.2016 16:30;220;2.138;KAH;24.08.2016 01:30;24.08.2016 16:30;220;0.521;KWH;24.08.2016 01:30;24.08.2016 16:30;220;0.000;KAH
24.08.2016 01:45;24.08.2016 16:45;220;4.899;KWH;24.08.2016 01:45;24.08.2016 16:45;220;2.638;KAH;24.08.2016 01:45;24.08.2016 16:45;220;0.532;KWH;24.08.2016 01:45;24.08.2016 16:45;220;0.000;KAH
24.08.2016 02:00;24.08.2016 17:00;220;4.262;KWH;24.08.2016 02:00;24.08.2016 17:00;220;2.300;KAH;24.08.2016 02:00;24.08.2016 17:00;220;0.521;KWH;24.08.2016 02:00;24.08.2016 17:00;220;0.000;KAH
24.08.2016 02:15;24.08.2016 17:15;220;4.171;KWH;24.08.2016 02:15;24.08.2016 17:15;220;2.350;KAH;24.08.2016 02:15;24.08.2016 17:15;220;0.521;KWH;24.08.2016 02:15;24.08.2016 17:15;220;0.000;KAH
24.08.2016 02:30;24.08.2016 17:30;220;5.003;KWH;24.08.2016 02:30;24.08.2016 17:30;220;2.725;KAH;24.08.2016 02:30;24.08.2016 17:30;220;0.532;KWH;24.08.2016 02:30;24.08.2016 17:30;220;0.000;KAH
24.08.2016 02:45;24.08.2016 17:45;220;4.015;KWH;24.08.2016 02:45;24.08.2016 17:45;220;2.088;KAH;24.08.2016 02:45;24.08.2016 17:45;220;0.521;KWH;24.08.2016 02:45;24.08.2016 17:45;220;0.000;KAH
24.08.2016 03:00;24.08.2016 18:00;220;4.041;KWH;24.08.2016 03:00;24.08.2016 18:00;220;2.163;KAH;24.08.2016 03:00;24.08.2016 18:00;220;0.521;KWH;24.08.2016 03:00;24.08.2016 18:00;220;0.000;KAH
24.08.2016 03:15;24.08.2016 18:15;220;4.639;KWH;24.08.2016 03:15;24.08.2016 18:15;220;2.588;KAH;24.08.2016 03:15;24.08.2016 18:15;220;0.532;KWH;24.08.2016 03:15;24.08.2016 18:15;220;0.000;KAH
24.08.2016 03:30;24.08.2016 18:30;220;4.119;KWH;24.08.2016 03:30;24.08.2016 18:30;220;2.263;KAH;24.08.2016 03:30;24.08.2016 18:30;220;0.521;KWH;24.08.2016 03:30;24.08.2016 18:30;220;0.000;KAH
24.08.2016 03:45;24.08.2016 18:45;220;3.963;KWH;24.08.2016 03:45;24.08.2016 18:45;220;2.138;KAH;24.08.2016 03:45;24.08.2016 18:45;220;0.521;KWH;24.08.2016 03:45;24.08.2016 18:45;220;0.000;KAH
24.08.2016 04:00;24.08.2016 19:00;220;5.081;KWH;24.08.2016 04:00;24.08.2016 19:00;220;2.825;KAH;24.08.2016 04:00;24.08.2016 19:00;220;0.532;KWH;24.08.2016 04:00;24.08.2016 19:00;220;0.000;KAH
24.08.2016 04:15;24.08.2016 19:15;220;4.080;KWH;24.08.2016 04:15;24.08.2016 19:15;220;2.313;KAH;24.08.2016 04:15;24.08.2016 19:15;220;0.521;KWH;24.08.2016 04:15;24.08.2016 19:15;220;0.000;KAH
24.08.2016 04:30;24.08.2016 19:30;220;3.963;KWH;24.08.2016 04:30;24.08.2016 19:30;220;2.150;KAH;24.08.2016 04:30;24.08.2016 19:30;220;0.532;KWH;24.08.2016 04:30;24.08.2016 19:30;220;0.000;KAH
24.08.2016 04:45;24.08.2016 19:45;220;4.262;KWH;24.08.2016 04:45;24.08.2016 19:45;220;2.400;KAH;24.08.2016 04:45;24.08.2016 19:45;220;0.521;KWH;24.08.2016 04:45;24.08.2016 19:45;220;0.000;KAH
24.08.2016 05:00;24.08.2016 20:00;220;4.717;KWH;24.08.2016 05:00;24.08.2016 20:00;220;2.650;KAH;24.08.2016 05:00;24.08.2016 20:00;220;0.532;KWH;24.08.2016 05:00;24.08.2016 20:00;220;0.000;KAH
24.08.2016 05:15;24.08.2016 20:15;220;4.119;KWH;24.08.2016 05:15;24.08.2016 20:15;220;2.300;KAH;24.08.2016 05:15;24.08.2016 20:15;220;0.521;KWH;24.08.2016 05:15;24.08.2016 20:15;220;0.000;KAH
24.08.2016 05:30;24.08.2016 20:30;220;4.028;KWH;24.08.2016 05:30;24.08.2016 20:30;220;2.213;KAH;24.08.2016 05:30;24.08.2016 20:30;220;0.521;KWH;24.08.2016 05:30;24.08.2016 20:30;220;0.000;KAH
24.08.2016 05:45;24.08.2016 20:45;220;4.119;KWH;24.08.2016 05:45;24.08.2016 20:45;220;2.313;KAH;24.08.2016 05:45;24.08.2016 20:45;220;0.532;KWH;24.08.2016 05:45;24.08.2016 20:45;220;0.000;KAH
24.08.2016 06:00;24.08.2016 21:00;220;4.301;KWH;24.08.2016 06:00;24.08.2016 21:00;220;2.450;KAH;24.08.2016 06:00;24.08.2016 21:00;220;0.521;KWH;24.08.2016 06:00;24.08.2016 21:00;220;0.000;KAH
24.08.2016 06:15;24.08.2016 21:15;220;4.119;KWH;24.08.2016 06:15;24.08.2016 21:15;220;2.263;KAH;24.08.2016 06:15;24.08.2016 21:15;220;0.521;KWH;24.08.2016 06:15;24.08.2016 21:15;220;0.000;KAH
24.08.2016 06:30;24.08.2016 21:30;220;4.548;KWH;24.08.2016 06:30;24.08.2016 21:30;220;2.513;KAH;24.08.2016 06:30;24.08.2016 21:30;220;0.532;KWH;24.08.2016 06:30;24.08.2016 21:30;220;0.000;KAH
24.08.2016 06:45;24.08.2016 21:45;220;3.976;KWH;24.08.2016 06:45;24.08.2016 21:45;220;2.063;KAH;24.08.2016 06:45;24.08.2016 21:45;220;0.521;KWH;24.08.2016 06:45;24.08.2016 21:45;220;0.000;KAH
24.08.2016 07:00;24.08.2016 22:00;220;3.846;KWH;24.08.2016 07:00;24.08.2016 22:00;220;1.925;KAH;24.08.2016 07:00;24.08.2016 22:00;220;0.521;KWH;24.08.2016 07:00;24.08.2016 22:00;220;0.000;KAH
24.08.2016 07:15;24.08.2016 22:15;220;4.275;KWH;24.08.2016 07:15;24.08.2016 22:15;220;1.913;KAH;24.08.2016 07:15;24.08.2016 22:15;220;0.969;KWH;24.08.2016 07:15;24.08.2016 22:15;220;0.000;KAH
24.08.2016 07:30;24.08.2016 22:30;220;4.600;KWH;24.08.2016 07:30;24.08.2016 22:30;220;1.925;KAH;24.08.2016 07:30;24.08.2016 22:30;220;1.842;KWH;24.08.2016 07:30;24.08.2016 22:30;220;0.000;KAH
24.08.2016 07:45;24.08.2016 22:45;220;5.510;KWH;24.08.2016 07:45;24.08.2016 22:45;220;3.100;KAH;24.08.2016 07:45;24.08.2016 22:45;220;6.241;KWH;24.08.2016 07:45;24.08.2016 22:45;220;0.000;KAH
24.08.2016 08:00;24.08.2016 23:00;220;5.315;KWH;24.08.2016 08:00;24.08.2016 23:00;220;3.563;KAH;24.08.2016 08:00;24.08.2016 23:00;220;8.207;KWH;24.08.2016 08:00;24.08.2016 23:00;220;0.000;KAH
24.08.2016 08:15;24.08.2016 23:15;220;8.799;KWH;24.08.2016 08:15;24.08.2016 23:15;220;3.438;KAH;24.08.2016 08:15;24.08.2016 23:15;220;8.145;KWH;24.08.2016 08:15;24.08.2016 23:15;220;0.000;KAH
24.08.2016 08:30;24.08.2016 23:30;220;9.293;KWH;24.08.2016 08:30;24.08.2016 23:30;220;3.813;KAH;24.08.2016 08:30;24.08.2016 23:30;220;8.145;KWH;24.08.2016 08:30;24.08.2016 23:30;220;0.000;KAH
24.08.2016 08:45;24.08.2016 23:45;220;8.565;KWH;24.08.2016 08:45;24.08.2016 23:45;220;3.413;KAH;24.08.2016 08:45;24.08.2016 23:45;220;8.124;KWH;24.08.2016 08:45;24.08.2016 23:45;220;0.000;KAH
24.08.2016 09:00;25.08.2016 00:00;220;9.371;KWH;24.08.2016 09:00;25.08.2016 00:00;220;4.088;KAH;24.08.2016 09:00;25.08.2016 00:00;220;8.186;KWH;24.08.2016 09:00;25.08.2016 00:00;220;0.000;KAH
24.08.2016 09:15;25.08.2016 00:15;220;7.876;KWH;24.08.2016 09:15;25.08.2016 00:15;220;3.625;KAH;24.08.2016 09:15;25.08.2016 00:15;220;8.238;KWH;24.08.2016 09:15;25.08.2016 00:15;220;0.000;KAH
24.08.2016 09:30;25.08.2016 00:30;220;8.175;KWH;24.08.2016 09:30;25.08.2016 00:30;220;4.150;KAH;24.08.2016 09:30;25.08.2016 00:30;220;8.197;KWH;24.08.2016 09:30;25.08.2016 00:30;220;0.000;KAH
24.08.2016 09:45;25.08.2016 00:45;220;8.487;KWH;24.08.2016 09:45;25.08.2016 00:45;220;4.088;KAH;24.08.2016 09:45;25.08.2016 00:45;220;8.259;KWH;24.08.2016 09:45;25.08.2016 00:45;220;0.000;KAH
24.08.2016 10:00;25.08.2016 01:00;220;9.930;KWH;24.08.2016 10:00;25.08.2016 01:00;220;4.200;KAH;24.08.2016 10:00;25.08.2016 01:00;220;8.228;KWH;24.08.2016 10:00;25.08.2016 01:00;220;0.000;KAH
24.08.2016 10:15;25.08.2016 01:15;220;10.125;KWH;24.08.2016 10:15;25.08.2016 01:15;220;4.138;KAH;24.08.2016 10:15;25.08.2016 01:15;220;8.269;KWH;24.08.2016 10:15;25.08.2016 01:15;220;0.000;KAH
24.08.2016 10:30;25.08.2016 01:30;220;10.853;KWH;24.08.2016 10:30;25.08.2016 01:30;220;4.450;KAH;24.08.2016 10:30;25.08.2016 01:30;220;8.269;KWH;24.08.2016 10:30;25.08.2016 01:30;220;0.000;KAH
24.08.2016 10:45;25.08.2016 01:45;220;10.359;KWH;24.08.2016 10:45;25.08.2016 01:45;220;4.538;KAH;24.08.2016 10:45;25.08.2016 01:45;220;8.321;KWH;24.08.2016 10:45;25.08.2016 01:45;220;0.000;KAH
24.08.2016 11:00;25.08.2016 02:00;220;9.293;KWH;24.08.2016 11:00;25.08.2016 02:00;220;4.188;KAH;24.08.2016 11:00;25.08.2016 02:00;220;8.311;KWH;24.08.2016 11:00;25.08.2016 02:00;220;0.000;KAH
24.08.2016 11:15;25.08.2016 02:15;220;12.140;KWH;24.08.2016 11:15;25.08.2016 02:15;220;4.825;KAH;24.08.2016 11:15;25.08.2016 02:15;220;8.269;KWH;24.08.2016 11:15;25.08.2016 02:15;220;0.000;KAH
24.08.2016 11:30;25.08.2016 02:30;220;11.620;KWH;24.08.2016 11:30;25.08.2016 02:30;220;4.913;KAH;24.08.2016 11:30;25.08.2016 02:30;220;8.280;KWH;24.08.2016 11:30;25.08.2016 02:30;220;0.000;KAH
24.08.2016 11:45;25.08.2016 02:45;220;11.776;KWH;24.08.2016 11:45;25.08.2016 02:45;220;4.875;KAH;24.08.2016 11:45;25.08.2016 02:45;220;8.311;KWH;24.08.2016 11:45;25.08.2016 02:45;220;0.000;KAH
24.08.2016 12:00;25.08.2016 03:00;220;12.127;KWH;24.08.2016 12:00;25.08.2016 03:00;220;5.063;KAH;24.08.2016 12:00;25.08.2016 03:00;220;8.269;KWH;24.08.2016 12:00;25.08.2016 03:00;220;0.000;KAH
24.08.2016 12:15;25.08.2016 03:15;220;11.854;KWH;24.08.2016 12:15;25.08.2016 03:15;220;5.025;KAH;24.08.2016 12:15;25.08.2016 03:15;220;8.269;KWH;24.08.2016 12:15;25.08.2016 03:15;220;0.000;KAH
24.08.2016 12:30;25.08.2016 03:30;220;12.101;KWH;24.08.2016 12:30;25.08.2016 03:30;220;4.925;KAH;24.08.2016 12:30;25.08.2016 03:30;220;8.259;KWH;24.08.2016 12:30;25.08.2016 03:30;220;0.000;KAH
24.08.2016 12:45;25.08.2016 03:45;220;11.867;KWH;24.08.2016 12:45;25.08.2016 03:45;220;4.938;KAH;24.08.2016 12:45;25.08.2016 03:45;220;8.311;KWH;24.08.2016 12:45;25.08.2016 03:45;220;0.000;KAH
24.08.2016 13:00;25.08.2016 04:00;220;11.633;KWH;24.08.2016 13:00;25.08.2016 04:00;220;4.875;KAH;24.08.2016 13:00;25.08.2016 04:00;220;8.290;KWH;24.08.2016 13:00;25.08.2016 04:00;220;0.000;KAH
24.08.2016 13:15;25.08.2016 04:15;220;11.776;KWH;24.08.2016 13:15;25.08.2016 04:15;220;4.913;KAH;24.08.2016 13:15;25.08.2016 04:15;220;8.280;KWH;24.08.2016 13:15;25.08.2016 04:15;220;0.000;KAH
24.08.2016 13:30;25.08.2016 04:30;220;10.905;KWH;24.08.2016 13:30;25.08.2016 04:30;220;4.700;KAH;24.08.2016 13:30;25.08.2016 04:30;220;8.280;KWH;24.08.2016 13:30;25.08.2016 04:30;220;0.000;KAH
