LU00000604360ELEC0000000000022455;1.29.0;;;
begin;end;code;value;unit
28.10.2018 02:45;28.10.2018 03:00;220;1.146;
28.10.2018 03:00;28.10.2018 03:15;220;1.199;
28.10.2018 03:15;28.10.2018 03:30;220;1.152;
28.10.2018 03:30;28.10.2018 03:45;220;1.164;
28.10.2018 03:45;28.10.2018 04:00;220;1.140;
28.10.2018 04:00;28.10.2018 04:15;220;1.152;
28.10.2018 04:15;28.10.2018 04:30;220;1.164;
28.10.2018 04:30;28.10.2018 04:45;220;1.275;
28.10.2018 04:45;28.10.2018 05:00;220;1.140;
28.10.2018 05:00;28.10.2018 05:15;220;1.117;
28.10.2018 05:15;28.10.2018 05:30;220;1.176;
28.10.2018 05:30;28.10.2018 05:45;220;1.211;
28.10.2018 05:45;28.10.2018 06:00;220;1.199;
28.10.2018 06:00;28.10.2018 06:15;220;1.205;
28.10.2018 06:15;28.10.2018 06:30;220;1.252;
28.10.2018 06:30;28.10.2018 06:45;220;1.199;
28.10.2018 06:45;28.10.2018 07:00;220;1.199;
28.10.2018 07:00;28.10.2018 07:15;220;1.199;
28.10.2018 07:15;28.10.2018 07:30;220;1.246;
28.10.2018 07:30;28.10.2018 07:45;220;1.170;
28.10.2018 07:45;28.10.2018 08:00;220;1.299;
28.10.2018 08:00;28.10.2018 08:15;220;1.258;
28.10.2018 08:15;28.10.2018 08:30;220;1.293;
28.10.2018 08:30;28.10.2018 08:45;220;1.358;
28.10.2018 08:45;28.10.2018 09:00;220;1.493;
28.10.2018 09:00;28.10.2018 09:15;220;1.405;
28.10.2018 09:15;28.10.2018 09:30;220;1.375;
28.10.2018 09:30;28.10.2018 09:45;220;1.434;
28.10.2018 09:45;28.10.2018 10:00;220;1.464;
28.10.2018 10:00;28.10.2018 10:15;220;1.505;
28.10.2018 10:15;28.10.2018 10:30;220;1.475;
28.10.2018 10:30;28.10.2018 10:45;220;1.528;
28.10.2018 10:45;28.10.2018 11:00;220;1.564;
28.10.2018 11:00;28.10.2018 11:15;220;1.740;
28.10.2018 11:15;28.10.2018 11:30;220;1.599;
28.10.2018 11:30;28.10.2018 11:45;220;1.569;
28.10.2018 11:45;28.10.2018 12:00;220;1.528;
28.10.2018 12:00;28.10.2018 12:15;220;1.834;
28.10.2018 12:15;28.10.2018 12:30;220;1.752;
28.10.2018 12:30;28.10.2018 12:45;220;1.793;
28.10.2018 12:45;28.10.2018 13:00;220;1.781;
28.10.2018 13:00;28.10.2018 13:15;220;1.693;
28.10.2018 13:15;28.10.2018 13:30;220;1.658;
28.10.2018 13:30;28.10.2018 13:45;220;1.710;
28.10.2018 13:45;28.10.2018 14:00;220;1.746;
28.10.2018 14:00;28.10.2018 14:15;220;1.775;
28.10.2018 14:15;28.10.2018 14:30;220;1.593;
28.10.2018 14:30;28.10.2018 14:45;220;1.699;
28.10.2018 14:45;28.10.2018 15:00;220;1.705;
28.10.2018 15:00;28.10.2018 15:15;220;1.699;
28.10.2018 15:15;28.10.2018 15:30;220;1.611;
28.10.2018 15:30;28.10.2018 15:45;220;1.605;
28.10.2018 15:45;28.10.2018 16:00;220;1.611;
28.10.2018 16:00;28.10.2018 16:15;220;1.569;
28.10.2018 16:15;28.10.2018 16:30;220;1.675;
28.10.2018 16:30;28.10.2018 16:45;220;1.605;
28.10.2018 16:45;28.10.2018 17:00;220;1.746;
28.10.2018 17:00;28.10.2018 17:15;220;1.663;
28.10.2018 17:15;28.10.2018 17:30;220;1.775;
28.10.2018 17:30;28.10.2018 17:45;220;1.793;
28.10.2018 17:45;28.10.2018 18:00;220;1.693;
28.10.2018 18:00;28.10.2018 18:15;220;1.787;
28.10.2018 18:15;28.10.2018 18:30;220;1.987;
28.10.2018 18:30;28.10.2018 18:45;220;1.863;
28.10.2018 18:45;28.10.2018 19:00;220;1.857;
28.10.2018 19:00;28.10.2018 19:15;220;1.899;
28.10.2018 19:15;28.10.2018 19:30;220;1.928;
28.10.2018 19:30;28.10.2018 19:45;220;1.834;
28.10.2018 19:45;28.10.2018 20:00;220;1.746;
28.10.2018 20:00;28.10.2018 20:15;220;1.805;
28.10.2018 20:15;28.10.2018 20:30;220;1.846;
28.10.2018 20:30;28.10.2018 20:45;220;1.640;
28.10.2018 20:45;28.10.2018 21:00;220;1.722;
28.10.2018 21:00;28.10.2018 21:15;220;1.740;
28.10.2018 21:15;28.10.2018 21:30;220;1.546;
28.10.2018 21:30;28.10.2018 21:45;220;1.628;
28.10.2018 21:45;28.10.2018 22:00;220;1.593;
28.10.2018 22:00;28.10.2018 22:15;220;1.675;
28.10.2018 22:15;28.10.2018 22:30;220;1.546;
28.10.2018 22:30;28.10.2018 22:45;220;1.528;
28.10.2018 22:45;28.10.2018 23:00;220;1.493;
28.10.2018 23:00;28.10.2018 23:15;220;1.511;
28.10.2018 23:15;28.10.2018 23:30;220;1.540;
28.10.2018 23:30;28.10.2018 23:45;220;1.393;
28.10.2018 23:45;29.10.2018 00:00;220;1.234;
29.10.2018 00:00;29.10.2018 00:15;220;1.264;
29.10.2018 00:15;29.10.2018 00:30;220;1.305;
29.10.2018 00:30;29.10.2018 00:45;220;1.240;
29.10.2018 00:45;29.10.2018 01:00;220;1.293;
29.10.2018 01:00;29.10.2018 01:15;220;1.246;
29.10.2018 01:15;29.10.2018 01:30;220;1.205;
29.10.2018 01:30;29.10.2018 01:45;220;1.193;
29.10.2018 01:45;29.10.2018 02:00;220;1.234;
29.10.2018 02:00;29.10.2018 02:15;220;1.176;
29.10.2018 02:15;29.10.2018 02:30;220;1.193;
29.10.2018 02:30;29.10.2018 02:45;220;1.164;
29.10.2018 02:45;29.10.2018 03:00;220;1.293;
29.10.2018 03:00;29.10.2018 03:15;220;1.158;
29.10.2018 03:15;29.10.2018 03:30;220;1.176;
29.10.2018 03:30;29.10.2018 03:45;220;1.152;
29.10.2018 03:45;29.10.2018 04:00;220;1.117;
29.10.2018 04:00;29.10.2018 04:15;220;1.181;
29.10.2018 04:15;29.10.2018 04:30;220;1.129;
29.10.2018 04:30;29.10.2018 04:45;220;1.134;
29.10.2018 04:45;29.10.2018 05:00;220;1.146;
29.10.2018 05:00;29.10.2018 05:15;220;1.152;
29.10.2018 05:15;29.10.2018 05:30;220;1.170;
29.10.2018 05:30;29.10.2018 05:45;220;1.164;
29.10.2018 05:45;29.10.2018 06:00;220;1.293;
29.10.2018 06:00;29.10.2018 06:15;220;1.317;
29.10.2018 06:15;29.10.2018 06:30;220;1.505;
29.10.2018 06:30;29.10.2018 06:45;220;1.393;
29.10.2018 06:45;29.10.2018 07:00;220;1.540;
29.10.2018 07:00;29.10.2018 07:15;220;1.434;
29.10.2018 07:15;29.10.2018 07:30;220;1.634;
29.10.2018 07:30;29.10.2018 07:45;220;1.593;
29.10.2018 07:45;29.10.2018 08:00;220;1.640;
29.10.2018 08:00;29.10.2018 08:15;220;1.716;
29.10.2018 08:15;29.10.2018 08:30;220;1.605;
29.10.2018 08:30;29.10.2018 08:45;220;1.763;
29.10.2018 08:45;29.10.2018 09:00;220;1.716;
29.10.2018 09:00;29.10.2018 09:15;220;1.458;
29.10.2018 09:15;29.10.2018 09:30;220;1.757;
29.10.2018 09:30;29.10.2018 09:45;220;1.893;
29.10.2018 09:45;29.10.2018 10:00;220;1.822;
29.10.2018 10:00;29.10.2018 10:15;220;1.752;
29.10.2018 10:15;29.10.2018 10:30;220;1.675;
29.10.2018 10:30;29.10.2018 10:45;220;1.628;
29.10.2018 10:45;29.10.2018 11:00;220;1.605;
29.10.2018 11:00;29.10.2018 11:15;220;1.699;
29.10.2018 11:15;29.10.2018 11:30;220;1.587;
29.10.2018 11:30;29.10.2018 11:45;220;1.622;
29.10.2018 11:45;29.10.2018 12:00;220;1.793;
29.10.2018 12:00;29.10.2018 12:15;220;1.805;
29.10.2018 12:15;29.10.2018 12:30;220;1.652;
29.10.2018 12:30;29.10.2018 12:45;220;2.104;
29.10.2018 12:45;29.10.2018 13:00;220;1.793;
29.10.2018 13:00;29.10.2018 13:15;220;1.734;
29.10.2018 13:15;29.10.2018 13:30;220;1.828;
29.10.2018 13:30;29.10.2018 13:45;220;1.863;
29.10.2018 13:45;29.10.2018 14:00;220;1.869;
29.10.2018 14:00;29.10.2018 14:15;220;1.893;
29.10.2018 14:15;29.10.2018 14:30;220;1.763;
29.10.2018 14:30;29.10.2018 14:45;220;1.887;
29.10.2018 14:45;29.10.2018 15:00;220;1.681;
29.10.2018 15:00;29.10.2018 15:15;220;1.893;
29.10.2018 15:15;29.10.2018 15:30;220;1.728;
29.10.2018 15:30;29.10.2018 15:45;220;1.493;
29.10.2018 15:45;29.10.2018 16:00;220;1.740;
29.10.2018 16:00;29.10.2018 16:15;220;1.775;
29.10.2018 16:15;29.10.2018 16:30;220;1.810;
29.10.2018 16:30;29.10.2018 16:45;220;1.987;
29.10.2018 16:45;29.10.2018 17:00;220;1.893;
29.10.2018 17:00;29.10.2018 17:15;220;2.422;
29.10.2018 17:15;29.10.2018 17:30;220;2.034;
29.10.2018 17:30;29.10.2018 17:45;220;1.963;
29.10.2018 17:45;29.10.2018 18:00;220;2.416;
29.10.2018 18:00;29.10.2018 18:15;220;2.510;
29.10.2018 18:15;29.10.2018 18:30;220;2.375;
29.10.2018 18:30;29.10.2018 18:45;220;2.616;
29.10.2018 18:45;29.10.2018 19:00;220;2.604;
29.10.2018 19:00;29.10.2018 19:15;220;2.563;
29.10.2018 19:15;29.10.2018 19:30;220;2.545;
29.10.2018 19:30;29.10.2018 19:45;220;2.674;
29.10.2018 19:45;29.10.2018 20:00;220;2.486;
29.10.2018 20:00;29.10.2018 20:15;220;2.433;
29.10.2018 20:15;29.10.2018 20:30;220;2.433;
29.10.2018 20:30;29.10.2018 20:45;220;2.404;
29.10.2018 20:45;29.10.2018 21:00;220;2.475;
29.10.2018 21:00;29.10.2018 21:15;220;2.198;
29.10.2018 21:15;29.10.2018 21:30;220;2.063;
29.10.2018 21:30;29.10.2018 21:45;220;2.187;
29.10.2018 21:45;29.10.2018 22:00;220;2.122;
29.10.2018 22:00;29.10.2018 22:15;220;1.969;
29.10.2018 22:15;29.10.2018 22:30;220;1.857;
29.10.2018 22:30;29.10.2018 22:45;220;1.663;
29.10.2018 22:45;29.10.2018 23:00;220;1.522;
29.10.2018 23:00;29.10.2018 23:15;220;1.505;
29.10.2018 23:15;29.10.2018 23:30;220;1.375;
29.10.2018 23:30;29.10.2018 23:45;220;1.399;
29.10.2018 23:45;30.10.2018 00:00;220;1.264;
30.10.2018 00:00;30.10.2018 00:15;220;1.287;
30.10.2018 00:15;30.10.2018 00:30;220;1.311;
30.10.2018 00:30;30.10.2018 00:45;220;1.293;
30.10.2018 00:45;30.10.2018 01:00;220;1.323;
30.10.2018 01:00;30.10.2018 01:15;220;1.246;
30.10.2018 01:15;30.10.2018 01:30;220;1.258;
30.10.2018 01:30;30.10.2018 01:45;220;1.176;
30.10.2018 01:45;30.10.2018 02:00;220;1.299;
30.10.2018 02:00;30.10.2018 02:15;220;1.164;
30.10.2018 02:15;30.10.2018 02:30;220;1.164;
30.10.2018 02:30;30.10.2018 02:45;220;1.170;
30.10.2018 02:45;30.10.2018 03:00;220;1.117;
30.10.2018 03:00;30.10.2018 03:15;220;1.117;
30.10.2018 03:15;30.10.2018 03:30;220;1.105;
30.10.2018 03:30;30.10.2018 03:45;220;1.123;
30.10.2018 03:45;30.10.2018 04:00;220;1.123;
30.10.2018 04:00;30.10.2018 04:15;220;1.129;
30.10.2018 04:15;30.10.2018 04:30;220;1.099;
30.10.2018 04:30;30.10.2018 04:45;220;1.082;
30.10.2018 04:45;30.10.2018 05:00;220;1.076;
30.10.2018 05:00;30.10.2018 05:15;220;1.082;
30.10.2018 05:15;30.10.2018 05:30;220;1.070;
30.10.2018 05:30;30.10.2018 05:45;220;1.105;
30.10.2018 05:45;30.10.2018 06:00;220;1.311;
30.10.2018 06:00;30.10.2018 06:15;220;1.264;
30.10.2018 06:15;30.10.2018 06:30;220;1.287;
30.10.2018 06:30;30.10.2018 06:45;220;1.446;
30.10.2018 06:45;30.10.2018 07:00;220;1.481;
30.10.2018 07:00;30.10.2018 07:15;220;1.540;
30.10.2018 07:15;30.10.2018 07:30;220;1.411;
30.10.2018 07:30;30.10.2018 07:45;220;1.440;
30.10.2018 07:45;30.10.2018 08:00;220;1.493;
30.10.2018 08:00;30.10.2018 08:15;220;1.481;
30.10.2018 08:15;30.10.2018 08:30;220;1.546;
30.10.2018 08:30;30.10.2018 08:45;220;1.787;
30.10.2018 08:45;30.10.2018 09:00;220;1.746;
30.10.2018 09:00;30.10.2018 09:15;220;1.869;
30.10.2018 09:15;30.10.2018 09:30;220;1.705;
30.10.2018 09:30;30.10.2018 09:45;220;2.369;
30.10.2018 09:45;30.10.2018 10:00;220;2.028;
30.10.2018 10:00;30.10.2018 10:15;220;2.040;
30.10.2018 10:15;30.10.2018 10:30;220;2.251;
30.10.2018 10:30;30.10.2018 10:45;220;2.445;
30.10.2018 10:45;30.10.2018 11:00;220;2.422;
30.10.2018 11:00;30.10.2018 11:15;220;2.416;
30.10.2018 11:15;30.10.2018 11:30;220;2.451;
30.10.2018 11:30;30.10.2018 11:45;220;2.298;
30.10.2018 11:45;30.10.2018 12:00;220;2.533;
30.10.2018 12:00;30.10.2018 12:15;220;2.410;
30.10.2018 12:15;30.10.2018 12:30;220;2.557;
30.10.2018 12:30;30.10.2018 12:45;220;2.263;
30.10.2018 12:45;30.10.2018 13:00;220;2.480;
30.10.2018 13:00;30.10.2018 13:15;220;2.328;
30.10.2018 13:15;30.10.2018 13:30;220;2.445;
30.10.2018 13:30;30.10.2018 13:45;220;2.316;
30.10.2018 13:45;30.10.2018 14:00;220;2.486;
30.10.2018 14:00;30.10.2018 14:15;220;2.310;
30.10.2018 14:15;30.10.2018 14:30;220;2.322;
30.10.2018 14:30;30.10.2018 14:45;220;1.910;
30.10.2018 14:45;30.10.2018 15:00;220;1.810;
30.10.2018 15:00;30.10.2018 15:15;220;1.899;
30.10.2018 15:15;30.10.2018 15:30;220;1.675;
30.10.2018 15:30;30.10.2018 15:45;220;1.810;
30.10.2018 15:45;30.10.2018 16:00;220;1.687;
30.10.2018 16:00;30.10.2018 16:15;220;1.752;
30.10.2018 16:15;30.10.2018 16:30;220;1.687;
30.10.2018 16:30;30.10.2018 16:45;220;1.752;
30.10.2018 16:45;30.10.2018 17:00;220;1.693;
30.10.2018 17:00;30.10.2018 17:15;220;1.910;
30.10.2018 17:15;30.10.2018 17:30;220;1.805;
30.10.2018 17:30;30.10.2018 17:45;220;1.840;
30.10.2018 17:45;30.10.2018 18:00;220;2.363;
30.10.2018 18:00;30.10.2018 18:15;220;2.392;
30.10.2018 18:15;30.10.2018 18:30;220;2.463;
30.10.2018 18:30;30.10.2018 18:45;220;2.192;
30.10.2018 18:45;30.10.2018 19:00;220;2.422;
30.10.2018 19:00;30.10.2018 19:15;220;2.469;
30.10.2018 19:15;30.10.2018 19:30;220;2.610;
30.10.2018 19:30;30.10.2018 19:45;220;2.363;
30.10.2018 19:45;30.10.2018 20:00;220;2.433;
30.10.2018 20:00;30.10.2018 20:15;220;2.839;
30.10.2018 20:15;30.10.2018 20:30;220;2.774;
30.10.2018 20:30;30.10.2018 20:45;220;2.498;
30.10.2018 20:45;30.10.2018 21:00;220;2.551;
30.10.2018 21:00;30.10.2018 21:15;220;2.381;
30.10.2018 21:15;30.10.2018 21:30;220;2.245;
30.10.2018 21:30;30.10.2018 21:45;220;2.422;
30.10.2018 21:45;30.10.2018 22:00;220;2.445;
30.10.2018 22:00;30.10.2018 22:15;220;2.563;
30.10.2018 22:15;30.10.2018 22:30;220;2.269;
30.10.2018 22:30;30.10.2018 22:45;220;2.198;
30.10.2018 22:45;30.10.2018 23:00;220;1.904;
30.10.2018 23:00;30.10.2018 23:15;220;1.757;
30.10.2018 23:15;30.10.2018 23:30;220;1.710;
30.10.2018 23:30;30.10.2018 23:45;220;1.534;
30.10.2018 23:45;31.10.2018 00:00;220;1.446;
31.10.2018 00:00;31.10.2018 00:15;220;1.311;
31.10.2018 00:15;31.10.2018 00:30;220;1.352;
31.10.2018 00:30;31.10.2018 00:45;220;1.346;
31.10.2018 00:45;31.10.2018 01:00;220;1.275;
31.10.2018 01:00;31.10.2018 01:15;220;1.317;
31.10.2018 01:15;31.10.2018 01:30;220;1.328;
31.10.2018 01:30;31.10.2018 01:45;220;1.317;
31.10.2018 01:45;31.10.2018 02:00;220;1.270;
31.10.2018 02:00;31.10.2018 02:15;220;1.270;
31.10.2018 02:15;31.10.2018 02:30;220;1.275;
31.10.2018 02:30;31.10.2018 02:45;220;1.281;
31.10.2018 02:45;31.10.2018 03:00;220;1.223;
31.10.2018 03:00;31.10.2018 03:15;220;1.275;
31.10.2018 03:15;31.10.2018 03:30;220;1.211;
31.10.2018 03:30;31.10.2018 03:45;220;1.217;
31.10.2018 03:45;31.10.2018 04:00;220;1.287;
31.10.2018 04:00;31.10.2018 04:15;220;1.223;
31.10.2018 04:15;31.10.2018 04:30;220;1.193;
31.10.2018 04:30;31.10.2018 04:45;220;1.281;
31.10.2018 04:45;31.10.2018 05:00;220;1.258;
31.10.2018 05:00;31.10.2018 05:15;220;1.264;
31.10.2018 05:15;31.10.2018 05:30;220;1.293;
31.10.2018 05:30;31.10.2018 05:45;220;1.281;
31.10.2018 05:45;31.10.2018 06:00;220;1.364;
31.10.2018 06:00;31.10.2018 06:15;220;1.352;
31.10.2018 06:15;31.10.2018 06:30;220;1.464;
31.10.2018 06:30;31.10.2018 06:45;220;1.505;
31.10.2018 06:45;31.10.2018 07:00;220;1.493;
31.10.2018 07:00;31.10.2018 07:15;220;1.569;
31.10.2018 07:15;31.10.2018 07:30;220;1.722;
31.10.2018 07:30;31.10.2018 07:45;220;1.622;
31.10.2018 07:45;31.10.2018 08:00;220;1.581;
31.10.2018 08:00;31.10.2018 08:15;220;1.522;
31.10.2018 08:15;31.10.2018 08:30;220;1.687;
31.10.2018 08:30;31.10.2018 08:45;220;1.675;
31.10.2018 08:45;31.10.2018 09:00;220;1.893;
31.10.2018 09:00;31.10.2018 09:15;220;1.834;
31.10.2018 09:15;31.10.2018 09:30;220;1.805;
31.10.2018 09:30;31.10.2018 09:45;220;1.693;
31.10.2018 09:45;31.10.2018 10:00;220;1.816;
31.10.2018 10:00;31.10.2018 10:15;220;2.098;
31.10.2018 10:15;31.10.2018 10:30;220;1.975;
31.10.2018 10:30;31.10.2018 10:45;220;2.034;
31.10.2018 10:45;31.10.2018 11:00;220;1.769;
31.10.2018 11:00;31.10.2018 11:15;220;2.169;
31.10.2018 11:15;31.10.2018 11:30;220;1.993;
31.10.2018 11:30;31.10.2018 11:45;220;2.069;
31.10.2018 11:45;31.10.2018 12:00;220;2.175;
31.10.2018 12:00;31.10.2018 12:15;220;2.004;
31.10.2018 12:15;31.10.2018 12:30;220;2.110;
31.10.2018 12:30;31.10.2018 12:45;220;2.116;
31.10.2018 12:45;31.10.2018 13:00;220;2.269;
31.10.2018 13:00;31.10.2018 13:15;220;1.846;
31.10.2018 13:15;31.10.2018 13:30;220;2.075;
31.10.2018 13:30;31.10.2018 13:45;220;2.181;
31.10.2018 13:45;31.10.2018 14:00;220;2.381;
31.10.2018 14:00;31.10.2018 14:15;220;2.210;
31.10.2018 14:15;31.10.2018 14:30;220;2.034;
31.10.2018 14:30;31.10.2018 14:45;220;1.934;
31.10.2018 14:45;31.10.2018 15:00;220;1.857;
31.10.2018 15:00;31.10.2018 15:15;220;1.993;
31.10.2018 15:15;31.10.2018 15:30;220;1.828;
31.10.2018 15:30;31.10.2018 15:45;220;1.975;
31.10.2018 15:45;31.10.2018 16:00;220;1.787;
31.10.2018 16:00;31.10.2018 16:15;220;1.951;
31.10.2018 16:15;31.10.2018 16:30;220;1.975;
31.10.2018 16:30;31.10.2018 16:45;220;1.940;
31.10.2018 16:45;31.10.2018 17:00;220;1.869;
31.10.2018 17:00;31.10.2018 17:15;220;1.975;
31.10.2018 17:15;31.10.2018 17:30;220;1.922;
31.10.2018 17:30;31.10.2018 17:45;220;1.951;
31.10.2018 17:45;31.10.2018 18:00;220;2.145;
31.10.2018 18:00;31.10.2018 18:15;220;2.492;
31.10.2018 18:15;31.10.2018 18:30;220;2.539;
31.10.2018 18:30;31.10.2018 18:45;220;2.286;
31.10.2018 18:45;31.10.2018 19:00;220;2.334;
31.10.2018 19:00;31.10.2018 19:15;220;2.639;
31.10.2018 19:15;31.10.2018 19:30;220;2.810;
31.10.2018 19:30;31.10.2018 19:45;220;2.422;
31.10.2018 19:45;31.10.2018 20:00;220;2.322;
31.10.2018 20:00;31.10.2018 20:15;220;2.463;
31.10.2018 20:15;31.10.2018 20:30;220;2.357;
31.10.2018 20:30;31.10.2018 20:45;220;2.610;
31.10.2018 20:45;31.10.2018 21:00;220;2.357;
31.10.2018 21:00;31.10.2018 21:15;220;2.480;
31.10.2018 21:15;31.10.2018 21:30;220;2.187;
31.10.2018 21:30;31.10.2018 21:45;220;2.345;
31.10.2018 21:45;31.10.2018 22:00;220;2.163;
31.10.2018 22:00;31.10.2018 22:15;220;2.175;
31.10.2018 22:15;31.10.2018 22:30;220;2.122;
31.10.2018 22:30;31.10.2018 22:45;220;2.063;
31.10.2018 22:45;31.10.2018 23:00;220;2.034;
31.10.2018 23:00;31.10.2018 23:15;220;1.675;
31.10.2018 23:15;31.10.2018 23:30;220;1.710;
31.10.2018 23:30;31.10.2018 23:45;220;1.534;
31.10.2018 23:45;01.11.2018 00:00;220;1.558;
