LU00000604360ELEC0000000000022455;1.29.0;;;
begin;end;code;value;unit
23.10.2018 03:30;23.10.2018 03:45;220;1.205;
23.10.2018 03:45;23.10.2018 04:00;220;1.105;
23.10.2018 04:00;23.10.2018 04:15;220;1.093;
23.10.2018 04:15;23.10.2018 04:30;220;1.029;
23.10.2018 04:30;23.10.2018 04:45;220;1.064;
23.10.2018 04:45;23.10.2018 05:00;220;1.070;
23.10.2018 05:00;23.10.2018 05:15;220;1.082;
23.10.2018 05:15;23.10.2018 05:30;220;1.105;
23.10.2018 05:30;23.10.2018 05:45;220;1.129;
23.10.2018 05:45;23.10.2018 06:00;220;1.193;
23.10.2018 06:00;23.10.2018 06:15;220;1.240;
23.10.2018 06:15;23.10.2018 06:30;220;1.364;
23.10.2018 06:30;23.10.2018 06:45;220;1.481;
23.10.2018 06:45;23.10.2018 07:00;220;1.352;
23.10.2018 07:00;23.10.2018 07:15;220;1.569;
23.10.2018 07:15;23.10.2018 07:30;220;1.440;
23.10.2018 07:30;23.10.2018 07:45;220;1.552;
23.10.2018 07:45;23.10.2018 08:00;220;1.622;
23.10.2018 08:00;23.10.2018 08:15;220;1.475;
23.10.2018 08:15;23.10.2018 08:30;220;1.511;
23.10.2018 08:30;23.10.2018 08:45;220;1.546;
23.10.2018 08:45;23.10.2018 09:00;220;1.622;
23.10.2018 09:00;23.10.2018 09:15;220;1.475;
23.10.2018 09:15;23.10.2018 09:30;220;1.575;
23.10.2018 09:30;23.10.2018 09:45;220;1.922;
23.10.2018 09:45;23.10.2018 10:00;220;1.816;
23.10.2018 10:00;23.10.2018 10:15;220;1.852;
23.10.2018 10:15;23.10.2018 10:30;220;1.934;
23.10.2018 10:30;23.10.2018 10:45;220;1.740;
23.10.2018 10:45;23.10.2018 11:00;220;1.593;
23.10.2018 11:00;23.10.2018 11:15;220;1.687;
23.10.2018 11:15;23.10.2018 11:30;220;1.881;
23.10.2018 11:30;23.10.2018 11:45;220;1.875;
23.10.2018 11:45;23.10.2018 12:00;220;1.834;
23.10.2018 12:00;23.10.2018 12:15;220;2.263;
23.10.2018 12:15;23.10.2018 12:30;220;2.081;
23.10.2018 12:30;23.10.2018 12:45;220;2.128;
23.10.2018 12:45;23.10.2018 13:00;220;2.075;
23.10.2018 13:00;23.10.2018 13:15;220;2.110;
23.10.2018 13:15;23.10.2018 13:30;220;1.993;
23.10.2018 13:30;23.10.2018 13:45;220;2.051;
23.10.2018 13:45;23.10.2018 14:00;220;2.087;
23.10.2018 14:00;23.10.2018 14:15;220;1.893;
23.10.2018 14:15;23.10.2018 14:30;220;1.998;
23.10.2018 14:30;23.10.2018 14:45;220;1.852;
23.10.2018 14:45;23.10.2018 15:00;220;1.757;
23.10.2018 15:00;23.10.2018 15:15;220;1.511;
23.10.2018 15:15;23.10.2018 15:30;220;1.581;
23.10.2018 15:30;23.10.2018 15:45;220;1.581;
23.10.2018 15:45;23.10.2018 16:00;220;1.487;
23.10.2018 16:00;23.10.2018 16:15;220;1.681;
23.10.2018 16:15;23.10.2018 16:30;220;1.852;
23.10.2018 16:30;23.10.2018 16:45;220;1.934;
23.10.2018 16:45;23.10.2018 17:00;220;1.757;
23.10.2018 17:00;23.10.2018 17:15;220;1.605;
23.10.2018 17:15;23.10.2018 17:30;220;1.846;
23.10.2018 17:30;23.10.2018 17:45;220;1.834;
23.10.2018 17:45;23.10.2018 18:00;220;2.251;
23.10.2018 18:00;23.10.2018 18:15;220;2.198;
23.10.2018 18:15;23.10.2018 18:30;220;2.069;
23.10.2018 18:30;23.10.2018 18:45;220;2.316;
23.10.2018 18:45;23.10.2018 19:00;220;2.063;
23.10.2018 19:00;23.10.2018 19:15;220;2.451;
23.10.2018 19:15;23.10.2018 19:30;220;2.504;
23.10.2018 19:30;23.10.2018 19:45;220;2.345;
23.10.2018 19:45;23.10.2018 20:00;220;2.439;
23.10.2018 20:00;23.10.2018 20:15;220;2.439;
23.10.2018 20:15;23.10.2018 20:30;220;2.357;
23.10.2018 20:30;23.10.2018 20:45;220;2.439;
23.10.2018 20:45;23.10.2018 21:00;220;2.598;
23.10.2018 21:00;23.10.2018 21:15;220;2.616;
23.10.2018 21:15;23.10.2018 21:30;220;2.469;
23.10.2018 21:30;23.10.2018 21:45;220;2.051;
23.10.2018 21:45;23.10.2018 22:00;220;2.328;
23.10.2018 22:00;23.10.2018 22:15;220;2.022;
23.10.2018 22:15;23.10.2018 22:30;220;2.045;
23.10.2018 22:30;23.10.2018 22:45;220;1.857;
23.10.2018 22:45;23.10.2018 23:00;220;1.705;
23.10.2018 23:00;23.10.2018 23:15;220;1.775;
23.10.2018 23:15;23.10.2018 23:30;220;1.581;
23.10.2018 23:30;23.10.2018 23:45;220;1.511;
23.10.2018 23:45;24.10.2018 00:00;220;1.405;
24.10.2018 00:00;24.10.2018 00:15;220;1.464;
24.10.2018 00:15;24.10.2018 00:30;220;1.317;
24.10.2018 00:30;24.10.2018 00:45;220;1.287;
24.10.2018 00:45;24.10.2018 01:00;220;1.258;
24.10.2018 01:00;24.10.2018 01:15;220;1.258;
24.10.2018 01:15;24.10.2018 01:30;220;1.252;
24.10.2018 01:30;24.10.2018 01:45;220;1.234;
24.10.2018 01:45;24.10.2018 02:00;220;1.199;
24.10.2018 02:00;24.10.2018 02:15;220;1.217;
24.10.2018 02:15;24.10.2018 02:30;220;1.252;
24.10.2018 02:30;24.10.2018 02:45;220;1.340;
24.10.2018 02:45;24.10.2018 03:00;220;1.176;
24.10.2018 03:00;24.10.2018 03:15;220;1.187;
24.10.2018 03:15;24.10.2018 03:30;220;1.170;
24.10.2018 03:30;24.10.2018 03:45;220;1.164;
24.10.2018 03:45;24.10.2018 04:00;220;1.152;
24.10.2018 04:00;24.10.2018 04:15;220;1.187;
24.10.2018 04:15;24.10.2018 04:30;220;1.170;
24.10.2018 04:30;24.10.2018 04:45;220;1.199;
24.10.2018 04:45;24.10.2018 05:00;220;1.205;
24.10.2018 05:00;24.10.2018 05:15;220;1.146;
24.10.2018 05:15;24.10.2018 05:30;220;1.129;
24.10.2018 05:30;24.10.2018 05:45;220;1.234;
24.10.2018 05:45;24.10.2018 06:00;220;1.275;
24.10.2018 06:00;24.10.2018 06:15;220;1.381;
24.10.2018 06:15;24.10.2018 06:30;220;1.446;
24.10.2018 06:30;24.10.2018 06:45;220;1.411;
24.10.2018 06:45;24.10.2018 07:00;220;1.434;
24.10.2018 07:00;24.10.2018 07:15;220;1.528;
24.10.2018 07:15;24.10.2018 07:30;220;1.393;
24.10.2018 07:30;24.10.2018 07:45;220;1.464;
24.10.2018 07:45;24.10.2018 08:00;220;1.528;
24.10.2018 08:00;24.10.2018 08:15;220;1.569;
24.10.2018 08:15;24.10.2018 08:30;220;1.546;
24.10.2018 08:30;24.10.2018 08:45;220;1.558;
24.10.2018 08:45;24.10.2018 09:00;220;1.493;
24.10.2018 09:00;24.10.2018 09:15;220;1.558;
24.10.2018 09:15;24.10.2018 09:30;220;1.511;
24.10.2018 09:30;24.10.2018 09:45;220;1.658;
24.10.2018 09:45;24.10.2018 10:00;220;1.675;
24.10.2018 10:00;24.10.2018 10:15;220;1.669;
24.10.2018 10:15;24.10.2018 10:30;220;1.658;
24.10.2018 10:30;24.10.2018 10:45;220;1.763;
24.10.2018 10:45;24.10.2018 11:00;220;1.863;
24.10.2018 11:00;24.10.2018 11:15;220;1.846;
24.10.2018 11:15;24.10.2018 11:30;220;1.834;
24.10.2018 11:30;24.10.2018 11:45;220;2.051;
24.10.2018 11:45;24.10.2018 12:00;220;2.134;
24.10.2018 12:00;24.10.2018 12:15;220;2.175;
24.10.2018 12:15;24.10.2018 12:30;220;2.069;
24.10.2018 12:30;24.10.2018 12:45;220;2.110;
24.10.2018 12:45;24.10.2018 13:00;220;2.045;
24.10.2018 13:00;24.10.2018 13:15;220;1.981;
24.10.2018 13:15;24.10.2018 13:30;220;1.816;
24.10.2018 13:30;24.10.2018 13:45;220;1.899;
24.10.2018 13:45;24.10.2018 14:00;220;1.834;
24.10.2018 14:00;24.10.2018 14:15;220;1.752;
24.10.2018 14:15;24.10.2018 14:30;220;2.081;
24.10.2018 14:30;24.10.2018 14:45;220;1.728;
24.10.2018 14:45;24.10.2018 15:00;220;1.899;
24.10.2018 15:00;24.10.2018 15:15;220;1.716;
24.10.2018 15:15;24.10.2018 15:30;220;1.675;
24.10.2018 15:30;24.10.2018 15:45;220;1.511;
24.10.2018 15:45;24.10.2018 16:00;220;1.516;
24.10.2018 16:00;24.10.2018 16:15;220;1.658;
24.10.2018 16:15;24.10.2018 16:30;220;1.816;
24.10.2018 16:30;24.10.2018 16:45;220;1.640;
24.10.2018 16:45;24.10.2018 17:00;220;1.681;
24.10.2018 17:00;24.10.2018 17:15;220;1.522;
24.10.2018 17:15;24.10.2018 17:30;220;1.634;
24.10.2018 17:30;24.10.2018 17:45;220;1.628;
24.10.2018 17:45;24.10.2018 18:00;220;2.016;
24.10.2018 18:00;24.10.2018 18:15;220;2.375;
24.10.2018 18:15;24.10.2018 18:30;220;2.263;
24.10.2018 18:30;24.10.2018 18:45;220;2.081;
24.10.2018 18:45;24.10.2018 19:00;220;1.993;
24.10.2018 19:00;24.10.2018 19:15;220;1.951;
24.10.2018 19:15;24.10.2018 19:30;220;2.140;
24.10.2018 19:30;24.10.2018 19:45;220;2.404;
24.10.2018 19:45;24.10.2018 20:00;220;2.457;
24.10.2018 20:00;24.10.2018 20:15;220;2.210;
24.10.2018 20:15;24.10.2018 20:30;220;2.334;
24.10.2018 20:30;24.10.2018 20:45;220;2.316;
24.10.2018 20:45;24.10.2018 21:00;220;2.263;
24.10.2018 21:00;24.10.2018 21:15;220;2.275;
24.10.2018 21:15;24.10.2018 21:30;220;2.028;
24.10.2018 21:30;24.10.2018 21:45;220;2.134;
24.10.2018 21:45;24.10.2018 22:00;220;1.987;
24.10.2018 22:00;24.10.2018 22:15;220;2.228;
24.10.2018 22:15;24.10.2018 22:30;220;1.857;
24.10.2018 22:30;24.10.2018 22:45;220;1.969;
24.10.2018 22:45;24.10.2018 23:00;220;1.593;
24.10.2018 23:00;24.10.2018 23:15;220;1.710;
24.10.2018 23:15;24.10.2018 23:30;220;1.428;
24.10.2018 23:30;24.10.2018 23:45;220;1.287;
24.10.2018 23:45;25.10.2018 00:00;220;1.228;
25.10.2018 00:00;25.10.2018 00:15;220;1.299;
25.10.2018 00:15;25.10.2018 00:30;220;1.252;
25.10.2018 00:30;25.10.2018 00:45;220;1.252;
25.10.2018 00:45;25.10.2018 01:00;220;1.217;
25.10.2018 01:00;25.10.2018 01:15;220;1.193;
25.10.2018 01:15;25.10.2018 01:30;220;1.158;
25.10.2018 01:30;25.10.2018 01:45;220;1.199;
25.10.2018 01:45;25.10.2018 02:00;220;1.117;
25.10.2018 02:00;25.10.2018 02:15;220;1.099;
25.10.2018 02:15;25.10.2018 02:30;220;1.164;
25.10.2018 02:30;25.10.2018 02:45;220;1.123;
25.10.2018 02:45;25.10.2018 03:00;220;1.146;
25.10.2018 03:00;25.10.2018 03:15;220;1.228;
25.10.2018 03:15;25.10.2018 03:30;220;1.070;
25.10.2018 03:30;25.10.2018 03:45;220;1.052;
25.10.2018 03:45;25.10.2018 04:00;220;1.087;
25.10.2018 04:00;25.10.2018 04:15;220;1.093;
25.10.2018 04:15;25.10.2018 04:30;220;1.082;
25.10.2018 04:30;25.10.2018 04:45;220;1.099;
25.10.2018 04:45;25.10.2018 05:00;220;1.076;
25.10.2018 05:00;25.10.2018 05:15;220;1.076;
25.10.2018 05:15;25.10.2018 05:30;220;1.087;
25.10.2018 05:30;25.10.2018 05:45;220;1.152;
25.10.2018 05:45;25.10.2018 06:00;220;1.199;
25.10.2018 06:00;25.10.2018 06:15;220;1.193;
25.10.2018 06:15;25.10.2018 06:30;220;1.275;
25.10.2018 06:30;25.10.2018 06:45;220;1.317;
25.10.2018 06:45;25.10.2018 07:00;220;1.505;
25.10.2018 07:00;25.10.2018 07:15;220;1.417;
25.10.2018 07:15;25.10.2018 07:30;220;1.405;
25.10.2018 07:30;25.10.2018 07:45;220;1.428;
25.10.2018 07:45;25.10.2018 08:00;220;1.505;
25.10.2018 08:00;25.10.2018 08:15;220;1.599;
25.10.2018 08:15;25.10.2018 08:30;220;1.564;
25.10.2018 08:30;25.10.2018 08:45;220;1.558;
25.10.2018 08:45;25.10.2018 09:00;220;1.516;
25.10.2018 09:00;25.10.2018 09:15;220;1.546;
25.10.2018 09:15;25.10.2018 09:30;220;1.516;
25.10.2018 09:30;25.10.2018 09:45;220;1.728;
25.10.2018 09:45;25.10.2018 10:00;220;1.716;
25.10.2018 10:00;25.10.2018 10:15;220;1.934;
25.10.2018 10:15;25.10.2018 10:30;220;1.822;
25.10.2018 10:30;25.10.2018 10:45;220;1.752;
25.10.2018 10:45;25.10.2018 11:00;220;2.010;
25.10.2018 11:00;25.10.2018 11:15;220;1.775;
25.10.2018 11:15;25.10.2018 11:30;220;1.769;
25.10.2018 11:30;25.10.2018 11:45;220;1.828;
25.10.2018 11:45;25.10.2018 12:00;220;1.840;
25.10.2018 12:00;25.10.2018 12:15;220;2.010;
25.10.2018 12:15;25.10.2018 12:30;220;1.981;
25.10.2018 12:30;25.10.2018 12:45;220;2.016;
25.10.2018 12:45;25.10.2018 13:00;220;1.946;
25.10.2018 13:00;25.10.2018 13:15;220;2.204;
25.10.2018 13:15;25.10.2018 13:30;220;1.940;
25.10.2018 13:30;25.10.2018 13:45;220;2.245;
25.10.2018 13:45;25.10.2018 14:00;220;2.040;
25.10.2018 14:00;25.10.2018 14:15;220;1.857;
25.10.2018 14:15;25.10.2018 14:30;220;1.822;
25.10.2018 14:30;25.10.2018 14:45;220;1.681;
25.10.2018 14:45;25.10.2018 15:00;220;1.622;
25.10.2018 15:00;25.10.2018 15:15;220;1.487;
25.10.2018 15:15;25.10.2018 15:30;220;1.464;
25.10.2018 15:30;25.10.2018 15:45;220;1.493;
25.10.2018 15:45;25.10.2018 16:00;220;1.593;
25.10.2018 16:00;25.10.2018 16:15;220;1.622;
25.10.2018 16:15;25.10.2018 16:30;220;1.505;
25.10.2018 16:30;25.10.2018 16:45;220;1.417;
25.10.2018 16:45;25.10.2018 17:00;220;1.628;
25.10.2018 17:00;25.10.2018 17:15;220;1.775;
25.10.2018 17:15;25.10.2018 17:30;220;1.616;
25.10.2018 17:30;25.10.2018 17:45;220;2.040;
25.10.2018 17:45;25.10.2018 18:00;220;1.875;
25.10.2018 18:00;25.10.2018 18:15;220;2.110;
25.10.2018 18:15;25.10.2018 18:30;220;2.245;
25.10.2018 18:30;25.10.2018 18:45;220;2.151;
25.10.2018 18:45;25.10.2018 19:00;220;2.187;
25.10.2018 19:00;25.10.2018 19:15;220;2.281;
25.10.2018 19:15;25.10.2018 19:30;220;2.375;
25.10.2018 19:30;25.10.2018 19:45;220;2.216;
25.10.2018 19:45;25.10.2018 20:00;220;2.422;
25.10.2018 20:00;25.10.2018 20:15;220;2.210;
25.10.2018 20:15;25.10.2018 20:30;220;2.269;
25.10.2018 20:30;25.10.2018 20:45;220;2.140;
25.10.2018 20:45;25.10.2018 21:00;220;2.245;
25.10.2018 21:00;25.10.2018 21:15;220;2.163;
25.10.2018 21:15;25.10.2018 21:30;220;2.134;
25.10.2018 21:30;25.10.2018 21:45;220;2.022;
25.10.2018 21:45;25.10.2018 22:00;220;1.881;
25.10.2018 22:00;25.10.2018 22:15;220;1.799;
25.10.2018 22:15;25.10.2018 22:30;220;1.799;
25.10.2018 22:30;25.10.2018 22:45;220;1.763;
25.10.2018 22:45;25.10.2018 23:00;220;1.699;
25.10.2018 23:00;25.10.2018 23:15;220;1.558;
25.10.2018 23:15;25.10.2018 23:30;220;1.411;
25.10.2018 23:30;25.10.2018 23:45;220;1.275;
25.10.2018 23:45;26.10.2018 00:00;220;1.217;
26.10.2018 00:00;26.10.2018 00:15;220;1.170;
26.10.2018 00:15;26.10.2018 00:30;220;1.146;
26.10.2018 00:30;26.10.2018 00:45;220;1.146;
26.10.2018 00:45;26.10.2018 01:00;220;1.170;
26.10.2018 01:00;26.10.2018 01:15;220;1.134;
26.10.2018 01:15;26.10.2018 01:30;220;1.146;
26.10.2018 01:30;26.10.2018 01:45;220;1.105;
26.10.2018 01:45;26.10.2018 02:00;220;1.093;
26.10.2018 02:00;26.10.2018 02:15;220;1.134;
26.10.2018 02:15;26.10.2018 02:30;220;1.117;
26.10.2018 02:30;26.10.2018 02:45;220;1.152;
26.10.2018 02:45;26.10.2018 03:00;220;1.105;
26.10.2018 03:00;26.10.2018 03:15;220;1.087;
26.10.2018 03:15;26.10.2018 03:30;220;1.117;
26.10.2018 03:30;26.10.2018 03:45;220;1.105;
26.10.2018 03:45;26.10.2018 04:00;220;1.134;
26.10.2018 04:00;26.10.2018 04:15;220;1.270;
26.10.2018 04:15;26.10.2018 04:30;220;1.129;
26.10.2018 04:30;26.10.2018 04:45;220;1.123;
26.10.2018 04:45;26.10.2018 05:00;220;1.105;
26.10.2018 05:00;26.10.2018 05:15;220;1.123;
26.10.2018 05:15;26.10.2018 05:30;220;1.076;
26.10.2018 05:30;26.10.2018 05:45;220;1.134;
26.10.2018 05:45;26.10.2018 06:00;220;1.205;
26.10.2018 06:00;26.10.2018 06:15;220;1.270;
26.10.2018 06:15;26.10.2018 06:30;220;1.311;
26.10.2018 06:30;26.10.2018 06:45;220;1.417;
26.10.2018 06:45;26.10.2018 07:00;220;1.428;
26.10.2018 07:00;26.10.2018 07:15;220;1.340;
26.10.2018 07:15;26.10.2018 07:30;220;1.481;
26.10.2018 07:30;26.10.2018 07:45;220;1.528;
26.10.2018 07:45;26.10.2018 08:00;220;1.558;
26.10.2018 08:00;26.10.2018 08:15;220;1.763;
26.10.2018 08:15;26.10.2018 08:30;220;1.569;
26.10.2018 08:30;26.10.2018 08:45;220;1.599;
26.10.2018 08:45;26.10.2018 09:00;220;1.734;
26.10.2018 09:00;26.10.2018 09:15;220;1.716;
26.10.2018 09:15;26.10.2018 09:30;220;1.857;
26.10.2018 09:30;26.10.2018 09:45;220;1.740;
26.10.2018 09:45;26.10.2018 10:00;220;1.681;
26.10.2018 10:00;26.10.2018 10:15;220;1.928;
26.10.2018 10:15;26.10.2018 10:30;220;1.863;
26.10.2018 10:30;26.10.2018 10:45;220;2.104;
26.10.2018 10:45;26.10.2018 11:00;220;2.010;
26.10.2018 11:00;26.10.2018 11:15;220;1.840;
26.10.2018 11:15;26.10.2018 11:30;220;1.710;
26.10.2018 11:30;26.10.2018 11:45;220;1.875;
26.10.2018 11:45;26.10.2018 12:00;220;1.916;
26.10.2018 12:00;26.10.2018 12:15;220;2.069;
26.10.2018 12:15;26.10.2018 12:30;220;2.234;
26.10.2018 12:30;26.10.2018 12:45;220;2.128;
26.10.2018 12:45;26.10.2018 13:00;220;2.063;
26.10.2018 13:00;26.10.2018 13:15;220;1.775;
26.10.2018 13:15;26.10.2018 13:30;220;1.822;
26.10.2018 13:30;26.10.2018 13:45;220;2.045;
26.10.2018 13:45;26.10.2018 14:00;220;1.946;
26.10.2018 14:00;26.10.2018 14:15;220;2.198;
26.10.2018 14:15;26.10.2018 14:30;220;2.269;
26.10.2018 14:30;26.10.2018 14:45;220;2.263;
26.10.2018 14:45;26.10.2018 15:00;220;1.869;
26.10.2018 15:00;26.10.2018 15:15;220;1.910;
26.10.2018 15:15;26.10.2018 15:30;220;1.834;
26.10.2018 15:30;26.10.2018 15:45;220;1.822;
26.10.2018 15:45;26.10.2018 16:00;220;1.863;
26.10.2018 16:00;26.10.2018 16:15;220;1.652;
26.10.2018 16:15;26.10.2018 16:30;220;1.846;
26.10.2018 16:30;26.10.2018 16:45;220;1.558;
26.10.2018 16:45;26.10.2018 17:00;220;1.646;
26.10.2018 17:00;26.10.2018 17:15;220;1.622;
26.10.2018 17:15;26.10.2018 17:30;220;1.640;
26.10.2018 17:30;26.10.2018 17:45;220;1.769;
26.10.2018 17:45;26.10.2018 18:00;220;1.693;
26.10.2018 18:00;26.10.2018 18:15;220;2.010;
26.10.2018 18:15;26.10.2018 18:30;220;2.045;
26.10.2018 18:30;26.10.2018 18:45;220;1.969;
26.10.2018 18:45;26.10.2018 19:00;220;2.151;
26.10.2018 19:00;26.10.2018 19:15;220;2.040;
26.10.2018 19:15;26.10.2018 19:30;220;2.134;
26.10.2018 19:30;26.10.2018 19:45;220;2.157;
26.10.2018 19:45;26.10.2018 20:00;220;2.187;
26.10.2018 20:00;26.10.2018 20:15;220;2.151;
26.10.2018 20:15;26.10.2018 20:30;220;1.993;
26.10.2018 20:30;26.10.2018 20:45;220;1.975;
26.10.2018 20:45;26.10.2018 21:00;220;2.104;
26.10.2018 21:00;26.10.2018 21:15;220;2.145;
26.10.2018 21:15;26.10.2018 21:30;220;2.157;
26.10.2018 21:30;26.10.2018 21:45;220;2.075;
26.10.2018 21:45;26.10.2018 22:00;220;1.875;
26.10.2018 22:00;26.10.2018 22:15;220;1.899;
26.10.2018 22:15;26.10.2018 22:30;220;2.004;
26.10.2018 22:30;26.10.2018 22:45;220;1.763;
26.10.2018 22:45;26.10.2018 23:00;220;1.705;
26.10.2018 23:00;26.10.2018 23:15;220;1.716;
26.10.2018 23:15;26.10.2018 23:30;220;1.381;
26.10.2018 23:30;26.10.2018 23:45;220;1.381;
26.10.2018 23:45;27.10.2018 00:00;220;1.281;
27.10.2018 00:00;27.10.2018 00:15;220;1.258;
27.10.2018 00:15;27.10.2018 00:30;220;1.281;
27.10.2018 00:30;27.10.2018 00:45;220;1.323;
27.10.2018 00:45;27.10.2018 01:00;220;1.264;
27.10.2018 01:00;27.10.2018 01:15;220;1.275;
27.10.2018 01:15;27.10.2018 01:30;220;1.340;
27.10.2018 01:30;27.10.2018 01:45;220;1.199;
27.10.2018 01:45;27.10.2018 02:00;220;1.146;
27.10.2018 02:00;27.10.2018 02:15;220;1.176;
27.10.2018 02:15;27.10.2018 02:30;220;1.193;
27.10.2018 02:30;27.10.2018 02:45;220;1.193;
27.10.2018 02:45;27.10.2018 03:00;220;1.170;
27.10.2018 03:00;27.10.2018 03:15;220;1.270;
27.10.2018 03:15;27.10.2018 03:30;220;1.181;
27.10.2018 03:30;27.10.2018 03:45;220;1.170;
27.10.2018 03:45;27.10.2018 04:00;220;1.140;
27.10.2018 04:00;27.10.2018 04:15;220;1.164;
27.10.2018 04:15;27.10.2018 04:30;220;1.176;
27.10.2018 04:30;27.10.2018 04:45;220;1.117;
27.10.2018 04:45;27.10.2018 05:00;220;1.181;
27.10.2018 05:00;27.10.2018 05:15;220;1.134;
27.10.2018 05:15;27.10.2018 05:30;220;1.123;
27.10.2018 05:30;27.10.2018 05:45;220;1.117;
27.10.2018 05:45;27.10.2018 06:00;220;1.258;
27.10.2018 06:00;27.10.2018 06:15;220;1.205;
27.10.2018 06:15;27.10.2018 06:30;220;1.234;
27.10.2018 06:30;27.10.2018 06:45;220;1.240;
27.10.2018 06:45;27.10.2018 07:00;220;1.211;
27.10.2018 07:00;27.10.2018 07:15;220;1.258;
27.10.2018 07:15;27.10.2018 07:30;220;1.252;
27.10.2018 07:30;27.10.2018 07:45;220;1.252;
27.10.2018 07:45;27.10.2018 08:00;220;1.217;
27.10.2018 08:00;27.10.2018 08:15;220;1.228;
27.10.2018 08:15;27.10.2018 08:30;220;1.240;
27.10.2018 08:30;27.10.2018 08:45;220;1.228;
27.10.2018 08:45;27.10.2018 09:00;220;1.258;
27.10.2018 09:00;27.10.2018 09:15;220;1.228;
27.10.2018 09:15;27.10.2018 09:30;220;1.299;
27.10.2018 09:30;27.10.2018 09:45;220;1.399;
27.10.2018 09:45;27.10.2018 10:00;220;1.534;
27.10.2018 10:00;27.10.2018 10:15;220;1.358;
27.10.2018 10:15;27.10.2018 10:30;220;1.493;
27.10.2018 10:30;27.10.2018 10:45;220;1.364;
27.10.2018 10:45;27.10.2018 11:00;220;1.323;
27.10.2018 11:00;27.10.2018 11:15;220;1.346;
27.10.2018 11:15;27.10.2018 11:30;220;1.405;
27.10.2018 11:30;27.10.2018 11:45;220;1.405;
27.10.2018 11:45;27.10.2018 12:00;220;1.505;
27.10.2018 12:00;27.10.2018 12:15;220;1.528;
27.10.2018 12:15;27.10.2018 12:30;220;1.511;
27.10.2018 12:30;27.10.2018 12:45;220;1.487;
27.10.2018 12:45;27.10.2018 13:00;220;1.611;
27.10.2018 13:00;27.10.2018 13:15;220;1.857;
27.10.2018 13:15;27.10.2018 13:30;220;1.687;
27.10.2018 13:30;27.10.2018 13:45;220;1.558;
27.10.2018 13:45;27.10.2018 14:00;220;1.693;
27.10.2018 14:00;27.10.2018 14:15;220;1.757;
27.10.2018 14:15;27.10.2018 14:30;220;1.593;
27.10.2018 14:30;27.10.2018 14:45;220;1.599;
27.10.2018 14:45;27.10.2018 15:00;220;1.534;
27.10.2018 15:00;27.10.2018 15:15;220;1.481;
27.10.2018 15:15;27.10.2018 15:30;220;1.505;
27.10.2018 15:30;27.10.2018 15:45;220;1.428;
27.10.2018 15:45;27.10.2018 16:00;220;1.434;
27.10.2018 16:00;27.10.2018 16:15;220;1.464;
27.10.2018 16:15;27.10.2018 16:30;220;1.569;
27.10.2018 16:30;27.10.2018 16:45;220;1.540;
27.10.2018 16:45;27.10.2018 17:00;220;1.440;
27.10.2018 17:00;27.10.2018 17:15;220;2.034;
27.10.2018 17:15;27.10.2018 17:30;220;1.916;
27.10.2018 17:30;27.10.2018 17:45;220;1.975;
27.10.2018 17:45;27.10.2018 18:00;220;1.922;
27.10.2018 18:00;27.10.2018 18:15;220;2.045;
27.10.2018 18:15;27.10.2018 18:30;220;1.940;
27.10.2018 18:30;27.10.2018 18:45;220;2.286;
27.10.2018 18:45;27.10.2018 19:00;220;2.122;
27.10.2018 19:00;27.10.2018 19:15;220;2.098;
27.10.2018 19:15;27.10.2018 19:30;220;2.045;
27.10.2018 19:30;27.10.2018 19:45;220;2.069;
27.10.2018 19:45;27.10.2018 20:00;220;1.969;
27.10.2018 20:00;27.10.2018 20:15;220;2.081;
27.10.2018 20:15;27.10.2018 20:30;220;2.163;
27.10.2018 20:30;27.10.2018 20:45;220;2.081;
27.10.2018 20:45;27.10.2018 21:00;220;1.940;
27.10.2018 21:00;27.10.2018 21:15;220;2.028;
27.10.2018 21:15;27.10.2018 21:30;220;2.022;
27.10.2018 21:30;27.10.2018 21:45;220;2.122;
27.10.2018 21:45;27.10.2018 22:00;220;2.069;
27.10.2018 22:00;27.10.2018 22:15;220;1.869;
27.10.2018 22:15;27.10.2018 22:30;220;1.746;
27.10.2018 22:30;27.10.2018 22:45;220;1.716;
27.10.2018 22:45;27.10.2018 23:00;220;1.957;
27.10.2018 23:00;27.10.2018 23:15;220;1.799;
27.10.2018 23:15;27.10.2018 23:30;220;1.634;
27.10.2018 23:30;27.10.2018 23:45;220;1.481;
27.10.2018 23:45;28.10.2018 00:00;220;1.417;
28.10.2018 00:00;28.10.2018 00:15;220;1.399;
28.10.2018 00:15;28.10.2018 00:30;220;1.405;
28.10.2018 00:30;28.10.2018 00:45;220;1.340;
28.10.2018 00:45;28.10.2018 01:00;220;1.264;
28.10.2018 01:00;28.10.2018 01:15;220;1.176;
28.10.2018 01:15;28.10.2018 01:30;220;1.228;
28.10.2018 01:30;28.10.2018 01:45;220;1.311;
28.10.2018 01:45;28.10.2018 02:00;220;1.187;
28.10.2018 02:00;28.10.2018 02:15;220;1.176;
28.10.2018 02:15;28.10.2018 02:30;220;1.170;
28.10.2018 02:30;28.10.2018 02:45;220;1.181;
28.10.2018 02:45;28.10.2018 02:00;220;1.187;
28.10.2018 02:00;28.10.2018 02:15;220;1.140;
28.10.2018 02:15;28.10.2018 02:30;220;1.164;
28.10.2018 02:30;28.10.2018 02:45;220;1.199;
